repo_name,full_name,description,stars,forks,open_issues,language,created_at,updated_at,topics,license,size_kb,watchers
tensorflow,tensorflow/tensorflow,An Open Source Machine Learning Framework for Everyone,194395,75252,4064,C++,2015-11-07,2026-03-30,deep-learning|deep-neural-networks|distributed|machine-learning|ml|neural-network|python|tensorflow,Apache-2.0,1298204,194395
transformers,huggingface/transformers,"🤗 Transformers: the model-definition framework for state-of-the-art machine learning models in text, vision, audio, and multimodal models, for both inference and training. ",158562,32685,2321,Python,2018-10-29,2026-03-30,audio|deep-learning|deepseek|gemma|glm|hacktoberfest|llm|machine-learning|model-hub|natural-language-processing,Apache-2.0,461057,158562
prompts.chat,f/prompts.chat,"f.k.a. Awesome ChatGPT Prompts. Share, discover, and collect prompts from the community. Free and open source — self-host for your organization with complete privacy.",154904,20332,42,HTML,2022-12-05,2026-03-30,ai|artificial-intelligence|awesome-list|chatgpt|chatgpt-prompts|claude|gemini|gpt|gpt-4|llm,CC0-1.0,260550,154904
pytorch,pytorch/pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,98654,27348,18145,Python,2016-08-13,2026-03-30,autograd|deep-learning|gpu|machine-learning|neural-network|numpy|python|tensor,NOASSERTION,1287925,98654
LLMs-from-scratch,rasbt/LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step",89554,13675,4,Jupyter Notebook,2023-07-23,2026-03-30,ai|artificial-intelligence|chatbot|chatgpt|deep-learning|from-scratch|generative-ai|gpt|language-model|large-language-models,NOASSERTION,15759,89554
ML-For-Beginners,microsoft/ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all",84855,20427,8,Jupyter Notebook,2021-03-03,2026-03-30,data-science|education|machine-learning|machine-learning-algorithms|machinelearning|machinelearning-python|microsoft-for-beginners|ml|python|r,MIT,2222308,84855
netdata,netdata/netdata,"The fastest path to AI-powered full stack observability, even for lean teams.",78267,6393,269,C,2013-06-17,2026-03-30,ai|alerting|cncf|data-visualization|database|devops|docker|grafana|influxdb|kubernetes,GPL-3.0,262762,78267
cs-video-courses,Developer-Y/cs-video-courses,List of Computer Science courses with video lectures.,77885,10577,3,Unknown,2016-10-21,2026-03-30,algorithms|bioinformatics|computational-biology|computational-physics|computer-architecture|computer-science|computer-vision|database-systems|databases|deep-learning,None,1097,77885
llm-course,mlabonne/llm-course,Course to get into Large Language Models (LLMs) with roadmaps and Colab notebooks.,77581,8972,78,Unknown,2023-06-17,2026-03-30,course|large-language-models|llm|machine-learning|roadmap,Apache-2.0,7637,77581
d2l-zh,d2l-ai/d2l-zh,《动手学深度学习》：面向中文读者、能运行、可讨论。中英文版被70多个国家的500多所大学用于教学。,76621,12186,122,Python,2017-08-23,2026-03-30,book|chinese|computer-vision|deep-learning|machine-learning|natural-language-processing|notebook|python,Apache-2.0,316965,76621
tesseract,tesseract-ocr/tesseract,Tesseract Open Source OCR Engine (main repository),73222,10569,475,C++,2014-08-12,2026-03-30,hacktoberfest|lstm|machine-learning|ocr|ocr-engine|tesseract|tesseract-ocr,Apache-2.0,53817,73222
awesome-scalability,binhnguyennus/awesome-scalability,"The Patterns of Scalable, Reliable, and Performant Large-Scale Systems",70019,6924,20,Unknown,2017-12-27,2026-03-30,architecture|awesome|awesome-list|backend|big-data|computer-science|design-patterns|devops|distributed-systems|interview,MIT,1607,70019
annotated_deep_learning_paper_implementations,labmlai/annotated_deep_learning_paper_implementations,"🧑‍🏫 60+ Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(",66191,6659,29,Python,2020-08-25,2026-03-30,attention|deep-learning|deep-learning-tutorial|gan|literate-programming|lora|machine-learning|neural-networks|optimizers|pytorch,MIT,156370,66191
scikit-learn,scikit-learn/scikit-learn,scikit-learn: machine learning in Python,65557,26863,2130,Python,2010-08-17,2026-03-30,data-analysis|data-science|machine-learning|python|statistics,BSD-3-Clause,180760,65557
OpenBB,OpenBB-finance/OpenBB,"Financial data platform for analysts, quants and AI agents.",64459,6347,79,Python,2020-12-20,2026-03-30,ai|crypto|derivatives|economics|equity|finance|fixed-income|machine-learning|openbb|options,NOASSERTION,2409096,64459
keras,keras-team/keras,Deep Learning for humans,63920,19746,313,Python,2015-03-28,2026-03-30,data-science|deep-learning|jax|machine-learning|neural-networks|python|pytorch|tensorflow,Apache-2.0,51261,63920
llm-app,pathwaycom/llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, an",59716,1410,9,Jupyter Notebook,2023-07-19,2026-03-30,chatbot|hugging-face|llm|llm-local|llm-prompting|llm-security|llmops|machine-learning|open-ai|pathway,MIT,62509,59716
yolov5,ultralytics/yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,57112,17451,44,Python,2020-05-18,2026-03-30,coreml|deep-learning|ios|machine-learning|ml|object-detection|onnx|pytorch|tflite|ultralytics,AGPL-3.0,17368,57112
face_recognition,ageitgey/face_recognition,The world's simplest facial recognition api for Python and the command line,56245,13703,831,Python,2017-03-03,2026-03-30,face-detection|face-recognition|machine-learning|python,MIT,103959,56245
ultralytics,ultralytics/ultralytics,Ultralytics YOLO 🚀,55209,10620,309,Python,2022-09-11,2026-03-30,cli|computer-vision|deep-learning|hub|image-classification|instance-segmentation|machine-learning|object-detection|pose-estimation|python,AGPL-3.0,52013,55209
faceswap,deepfakes/faceswap,Deepfakes Software For All,55095,13408,4,Python,2017-12-19,2026-03-30,deep-face-swap|deep-learning|deep-neural-networks|deepface|deepfakes|deeplearning|face-swap|faceswap|fakeapp|machine-learning,GPL-3.0,205515,55095
100-Days-Of-ML-Code,Avik-Jain/100-Days-Of-ML-Code,100 Days of ML Coding,50155,11392,66,Unknown,2018-07-05,2026-03-30,100-days-of-code-log|100daysofcode|deep-learning|implementation|infographics|linear-algebra|linear-regression|logistic-regression|machine-learning|machine-learning-algorithms,MIT,10955,50155
julia,JuliaLang/julia,The Julia Programming Language,48533,5755,4742,Julia,2011-04-21,2026-03-30,hacktoberfest|hpc|julia|julia-language|julialang|machine-learning|numerical|programming-language|science|scientific,MIT,361731,48533
Made-With-ML,GokuMohandas/Made-With-ML,"Learn how to develop, deploy and iterate on production-grade ML applications.",47035,7387,24,Jupyter Notebook,2018-11-05,2026-03-30,data-engineering|data-quality|data-science|deep-learning|distributed-ml|distributed-training|llms|machine-learning|mlops|natural-language-processing,MIT,3447,47035
AI-For-Beginners,microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",46332,9479,4,Jupyter Notebook,2021-03-03,2026-03-30,ai|artificial-intelligence|cnn|computer-vision|deep-learning|gan|machine-learning|microsoft-for-beginners|nlp|rnn,MIT,1395841,46332
airflow,apache/airflow,"Apache Airflow - A platform to programmatically author, schedule, and monitor workflows",44831,16788,1802,Python,2015-04-13,2026-03-30,airflow|apache|apache-airflow|automation|dag|data-engineering|data-integration|data-orchestrator|data-pipelines|data-science,Apache-2.0,560263,44831
streamlit,streamlit/streamlit,Streamlit — A faster way to build and share data apps.,44065,4175,1317,Python,2019-08-24,2026-03-30,data-analysis|data-science|data-visualization|deep-learning|developer-tools|machine-learning|python|streamlit,Apache-2.0,919600,44065
TensorFlow-Examples,aymericdamien/TensorFlow-Examples,TensorFlow Tutorial and Examples for Beginners (support TF v1 & v2),43794,14776,227,Jupyter Notebook,2015-11-11,2026-03-30,deep-learning|examples|machine-learning|python|tensorflow|tutorial,NOASSERTION,10242,43794
gradio,gradio-app/gradio,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!",42210,3361,500,Python,2018-12-19,2026-03-30,data-analysis|data-science|data-visualization|deep-learning|deploy|gradio|gradio-interface|interface|machine-learning|models,Apache-2.0,317919,42210
DeepSpeed,deepspeedai/DeepSpeed,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.",41945,4768,1279,Python,2020-01-23,2026-03-30,billion-parameters|compression|data-parallelism|deep-learning|gpu|inference|machine-learning|mixture-of-experts|model-parallelism|pipeline-parallelism,Apache-2.0,245102,41945
ray,ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,41880,7396,3565,Python,2016-10-25,2026-03-30,data-science|deep-learning|deployment|distributed|hyperparameter-optimization|hyperparameter-search|large-language-models|llm|llm-inference|llm-serving,Apache-2.0,706365,41880
qlib,microsoft/qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, incl",39535,6183,386,Python,2020-08-14,2026-03-30,algorithmic-trading|auto-quant|deep-learning|finance|fintech|investment|machine-learning|paper|platform|python,MIT,17977,39535
photoprism,photoprism/photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨,39471,2234,440,Go,2018-01-27,2026-03-30,ai|golang|google-photos|machine-learning|photography|private-cloud|self-hosted|tensorflow,NOASSERTION,334174,39471
paperless-ngx,paperless-ngx/paperless-ngx,"A community-supported supercharged document management system: scan, index and archive all your documents",37741,2397,12,Python,2022-02-12,2026-03-30,angular|archiving|django|dms|document-management|document-management-system|hacktoberfest|machine-learning|ocr|optical-character-recognition,GPL-3.0,182573,37741
google-research,google-research/google-research,Google Research,37598,8372,1829,Jupyter Notebook,2018-10-04,2026-03-30,ai|machine-learning|research,Apache-2.0,1173828,37598
Open-Assistant,LAION-AI/Open-Assistant,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",37424,3302,296,Python,2022-12-13,2026-03-30,ai|assistant|chatgpt|discord-bot|language-model|machine-learning|nextjs|python|rlhf,Apache-2.0,35477,37424
supervision,roboflow/supervision,We write your reusable computer vision tools. 💜,36797,3158,120,Python,2022-11-28,2026-03-30,classification|coco|computer-vision|deep-learning|hacktoberfest|image-processing|instance-segmentation|low-code|machine-learning|metrics,MIT,2987927,36797
Coursera-ML-AndrewNg-Notes,fengdu78/Coursera-ML-AndrewNg-Notes,吴恩达老师的机器学习课程个人笔记,36592,11158,67,HTML,2017-11-04,2026-03-30,coursera|machine-learning,None,662586,36592
caffe,BVLC/caffe,Caffe: a fast open framework for deep learning.,34752,18533,1175,C++,2013-09-12,2026-03-30,deep-learning|machine-learning|vision,NOASSERTION,76170,34752
mediapipe,google-ai-edge/mediapipe,"Cross-platform, customizable ML solutions for live and streaming media.",34416,5869,605,C++,2019-06-13,2026-03-30,android|audio-processing|c-plus-plus|calculator|computer-vision|deep-learning|framework|graph-based|graph-framework|inference,Apache-2.0,606899,34416
C-Plus-Plus,TheAlgorithms/C-Plus-Plus,"Collection of various algorithms in mathematics, machine learning, computer science and physics implemented in C++ for educational purposes.",33988,7748,19,C++,2016-07-16,2026-03-30,algorithm|algorithm-competitions|algorithms-implemented|artificial-intelligence-algorithms|computer-science|cpp|data-structures|educational|instructor-materials|interview-preparation,MIT,140614,33988
openpose,CMU-Perceptual-Computing-Lab/openpose,"OpenPose: Real-time multi-person keypoint detection library for body, face, hands, and foot estimation",33904,8051,359,C++,2017-04-24,2026-03-30,caffe|computer-vision|cpp|cvpr-2017|deep-learning|face|foot-estimation|hand-estimation|human-behavior-understanding|human-pose,NOASSERTION,86496,33904
Vane,ItzCrazyKns/Vane,Vane is an AI-powered answering engine.,33500,3633,279,TypeScript,2024-04-09,2026-03-30,ai-agents|ai-search-engine|answering-engine|artificial-intelligence|llm|machine-learning|open-source-ai-search-engine|perplexica|rag|search-engine,MIT,112945,33500
spaCy,explosion/spaCy,💫 Industrial-strength Natural Language Processing (NLP) in Python,33396,4665,194,Python,2014-07-03,2026-03-30,ai|artificial-intelligence|cython|data-science|deep-learning|entity-linking|machine-learning|named-entity-recognition|natural-language-processing|neural-network,MIT,203709,33396
CLIP,openai/CLIP,"CLIP (Contrastive Language-Image Pretraining),  Predict the most relevant text snippet given an image",33005,3971,272,Jupyter Notebook,2020-12-16,2026-03-30,deep-learning|machine-learning,MIT,9143,33005
ai-engineering-hub,patchy631/ai-engineering-hub,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications.",32986,5453,125,Jupyter Notebook,2024-10-21,2026-03-30,agents|ai|llms|machine-learning|mcp|rag,MIT,274963,32986
netron,lutzroeder/netron,"Visualizer for neural network, deep learning and machine learning models",32672,3100,19,JavaScript,2010-12-26,2026-03-30,ai|coreml|deep-learning|deeplearning|keras|machine-learning|machinelearning|ml|neural-network|numpy,MIT,83192,32672
500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,500 AI Machine learning Deep learning Computer vision NLP Projects with code,32562,6995,61,Unknown,2021-01-02,2026-03-30,artificial-intelligence|artificial-intelligence-projects|awesome|computer-vision|computer-vision-project|data-science|deep-learning|deep-learning-project|machine-learning|machine-learning-projects,None,879,32562
ML-From-Scratch,eriklindernoren/ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learnin,31143,5229,72,Python,2017-02-05,2026-03-30,data-mining|data-science|deep-learning|deep-reinforcement-learning|genetic-algorithm|machine-learning|machine-learning-from-scratch,MIT,553,31143
pytorch-lightning,Lightning-AI/pytorch-lightning,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes.",30975,3695,971,Python,2019-03-31,2026-03-30,ai|artificial-intelligence|data-science|deep-learning|machine-learning|python|pytorch,Apache-2.0,133579,30975
AI-Expert-Roadmap,AMAI-GmbH/AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,30870,2578,18,JavaScript,2020-10-24,2026-03-30,ai|ai-roadmap|artificial-intelligence|data-analysis|data-science|deep-learning|machine-learning|neural-network|roadmap|study-plan,MIT,414,30870
DeepFaceLive,iperov/DeepFaceLive,Real-time face swap for PC streaming or video calls,30688,1186,1,Python,2020-12-15,2026-03-30,deepfake|faceswap|machine-learning|real-time|streaming|videocall|webcam,GPL-3.0,1540184,30688
qdrant,qdrant/qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",29928,2149,520,Rust,2020-05-30,2026-03-30,ai-search|ai-search-engine|embeddings-similarity|hnsw|hybrid-search|image-search|knn-algorithm|machine-learning|mlops|nearest-neighbor-search,Apache-2.0,47383,29928
EasyOCR,JaidedAI/EasyOCR,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.",29193,3545,526,Python,2020-03-14,2026-03-30,cnn|crnn|data-mining|deep-learning|easyocr|image-processing|information-retrieval|lstm|machine-learning|ocr,Apache-2.0,161635,29193
data-science-ipython-notebooks,donnemartin/data-science-ipython-notebooks,"Data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe, Keras), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AW",28953,8027,44,Python,2015-01-23,2026-03-30,aws|big-data|caffe|data-science|deep-learning|hadoop|kaggle|keras|machine-learning|mapreduce,NOASSERTION,49025,28953
applied-ml,eugeneyan/applied-ml,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,28750,3843,5,Unknown,2020-07-04,2026-03-30,applied-data-science|applied-machine-learning|computer-vision|data-discovery|data-engineering|data-quality|data-science|deep-learning|machine-learning|natural-language-processing,MIT,397,28750
machine-learning-for-software-engineers,ZuzooVn/machine-learning-for-software-engineers,A complete daily plan for studying to become a machine learning engineer.,28733,6190,30,Unknown,2016-10-09,2026-03-30,artificial-intelligence|deep-learning|machine-learning|machine-learning-algorithms|software-engineer,CC-BY-SA-4.0,471,28733
awesome-datascience,academic/awesome-datascience,:memo: An awesome Data Science repository to learn and apply for real world problems.,28721,6425,2,Unknown,2014-07-05,2026-03-30,analytics|awesome-list|data-mining|data-science|data-scientists|data-visualization|deep-learning|hacktoberfest|machine-learning|science,MIT,1529,28721
d2l-en,d2l-ai/d2l-en,"Interactive deep learning book with multi-framework code, math, and discussions. Adopted at 500 universities from 70 countries including Stanford, MIT, Harvard, and Cambridge.",28527,5001,185,Python,2018-10-09,2026-03-30,book|computer-vision|data-science|deep-learning|gaussian-processes|hyperparameter-optimization|jax|kaggle|keras|machine-learning,NOASSERTION,317904,28527
xgboost,dmlc/xgboost,"Scalable, Portable and Distributed Gradient Boosting (GBDT, GBRT or GBM) Library,  for Python, R, Java, Scala, C++ and more. Runs on single machine, Hadoop, Spark, Dask, Flink and DataFlow",28195,8860,459,C++,2014-02-06,2026-03-30,distributed-systems|gbdt|gbm|gbrt|machine-learning|xgboost,Apache-2.0,36403,28195
fastai,fastai/fastai,The fastai deep learning library,27944,7676,264,Jupyter Notebook,2017-09-09,2026-03-30,colab|deep-learning|fastai|gpu|machine-learning|notebooks|python|pytorch,Apache-2.0,863110,27944
awesome-deep-learning,ChristosChristofidis/awesome-deep-learning,"A curated list of awesome Deep Learning tutorials, projects and communities.",27792,6293,60,Unknown,2015-01-02,2026-03-30,awesome|awesome-list|deep-learning|deep-learning-tutorial|deep-networks|face-images|machine-learning|neural-network|recurrent-networks,None,607,27792
DeepSpeech,mozilla/DeepSpeech,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices ranging from a Raspberry Pi 4 to high power GPU servers.",26748,4101,151,C++,2016-06-02,2026-03-30,deep-learning|deepspeech|embedded|machine-learning|neural-networks|offline|on-device|speech-recognition|speech-to-text|tensorflow,MPL-2.0,50588,26748
Resume-Matcher,srbhr/Resume-Matcher,"Improve your resumes with Resume Matcher. Get insights, keyword suggestions and tune your resumes to job descriptions. ",26458,4761,48,TypeScript,2020-04-08,2026-03-30,applicant-tracking-system|ats|hacktoberfest|machine-learning|natural-language-processing|nextjs|python|resume|resume-builder|resume-parser,Apache-2.0,161368,26458
awesome-deep-learning-papers,terryum/awesome-deep-learning-papers,The most cited deep learning papers,26105,4444,36,TeX,2016-06-03,2026-03-30,deep-learning|deep-neural-networks|machine-learning,None,147,26105
modular,modular/modular,The Modular Platform (includes MAX & Mojo),25813,2791,862,Mojo,2023-04-28,2026-03-30,ai|language|machine-learning|max|modular|mojo|programming-language,NOASSERTION,279541,25813
handson-ml,ageron/handson-ml,⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 or handson-mlp instead.,25805,12841,146,Jupyter Notebook,2016-02-16,2026-03-30,deep-learning|deprecated|distributed|jupyter-notebook|machine-learning|ml|neural-network|python|scikit-learn|tensorflow,Apache-2.0,86914,25805
pumpkin-book,datawhalechina/pumpkin-book,南瓜书：《机器学习》（西瓜书）公式详解,25743,4820,7,Unknown,2018-12-22,2026-03-30,book|machine-learning|pumpkin-book,NOASSERTION,11210,25743
shap,shap/shap,A game theoretic approach to explain the output of any machine learning model.,25204,3490,553,Jupyter Notebook,2016-11-22,2026-03-30,deep-learning|explainability|gradient-boosting|interpretability|machine-learning|shap|shapley,MIT,287655,25204
mlflow,mlflow/mlflow,"The open source AI engineering platform for agents, LLMs, and ML models. MLflow enables teams of all sizes to debug, evaluate, monitor, and optimize production-quality AI applications while controllin",25005,5505,2021,Python,2018-06-05,2026-03-30,agentops|agents|ai|ai-governance|apache-spark|evaluation|langchain|llm-evaluation|llmops|machine-learning,Apache-2.0,1395956,25005
fastbook,fastai/fastbook,"The fastai book, published as Jupyter Notebooks",24820,9454,181,Jupyter Notebook,2020-02-28,2026-03-30,book|data-science|deep-learning|fastai|machine-learning|notebooks|python,NOASSERTION,86034,24820
WaveFunctionCollapse,mxgmn/WaveFunctionCollapse,Bitmap & tilemap generation from a single example with the help of ideas from quantum mechanics,24818,1330,6,C#,2016-09-30,2026-03-29,algorithm|csharp|gamedev|machine-learning|procedural-generation|wfc,NOASSERTION,31117,24818
haystack,deepset-ai/haystack,"Open-source AI orchestration framework for building context-engineered, production-ready LLM applications. Design modular pipelines and agent workflows with explicit control over retrieval, routing, m",24658,2687,109,MDX,2019-11-14,2026-03-30,agent|agents|ai|gemini|generative-ai|gpt-4|information-retrieval|large-language-models|llm|machine-learning,Apache-2.0,59517,24658
homemade-machine-learning,trekhleb/homemade-machine-learning,🤖 Python examples of popular machine learning algorithms with interactive Jupyter demos and math being explained,24424,4166,29,Jupyter Notebook,2018-11-01,2026-03-30,algorithm|jupyter|jupyter-notebook|machine-learning|machine-learning-algorithms|machinelearning|python,MIT,14467,24424
Paddle,PaddlePaddle/Paddle,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice （『飞桨』核心框架，深度学习&机器学习高性能单机、分布式训练和跨平台部署）,23792,5978,1587,C++,2016-08-15,2026-03-30,deep-learning|distributed-training|efficiency|machine-learning|neural-network|paddlepaddle|python|scalability,Apache-2.0,545785,23792
best-of-ml-python,lukasmasuch/best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,23386,3115,40,Unknown,2020-11-29,2026-03-30,automl|chatgpt|data-analysis|data-science|data-visualization|data-visualizations|deep-learning|gpt|gpt-3|jax,CC-BY-SA-4.0,21422,23386
cs249r_book,harvard-edge/cs249r_book,Machine Learning Systems,22990,2730,38,JavaScript,2023-09-06,2026-03-30,artificial-intelligence|cloud-ml|computer-systems|courseware|deep-learning|edge-machine-learning|embedded-ml|machine-learning|machine-learning-systems|mobile-ml,NOASSERTION,1907870,22990
NLP-progress,sebastianruder/NLP-progress,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.",22970,3613,40,Python,2018-06-22,2026-03-30,dialogue|machine-learning|machine-translation|named-entity-recognition|natural-language-processing|nlp-tasks,MIT,1399,22970
learnopencv,spmallick/learnopencv,Learn OpenCV  : C++ and Python Examples,22841,11719,262,Jupyter Notebook,2015-02-17,2026-03-30,ai|computer-vision|computervision|deep-learning|deep-neural-networks|deeplearning|machine-learning|opencv|opencv-cpp|opencv-library,None,3906794,22841
CVPR2026-Papers-with-Code,amusi/CVPR2026-Papers-with-Code,CVPR 2026 论文和开源项目合集,22280,2786,25,Unknown,2020-02-26,2026-03-30,computer-vision|cvpr|cvpr2020|cvpr2021|cvpr2022|cvpr2023|cvpr2024|cvpr2025|cvpr2026|deep-learning,None,473,22280
100-Days-Of-ML-Code,MLEveryday/100-Days-Of-ML-Code,100-Days-Of-ML-Code中文版,22227,5544,17,Jupyter Notebook,2018-08-05,2026-03-30,100-days-of-ml-code|chinese-simplified|deep-learning|infographics|jupyter-notebook|keras|machine-learning|python|supervised-learning|tensorflow,MIT,44918,22227
serve,jina-ai/serve,☁️ Build multimodal AI applications with cloud-native stack,21855,2239,22,Python,2020-02-13,2026-03-30,cloud-native|cncf|deep-learning|docker|fastapi|framework|generative-ai|grpc|jaeger|kubernetes,Apache-2.0,1681072,21855
C,TheAlgorithms/C,"Collection of various algorithms in mathematics, machine learning, computer science, physics, etc implemented in C for educational purposes.",21850,4735,26,C,2016-07-16,2026-03-30,algorithm-challenges|algorithm-competitions|algorithms|c|community-driven|computer-science|data-structures|datastructures|education|educational,GPL-3.0,20365,21850
pytorch-handbook,zergtant/pytorch-handbook,pytorch handbook是一本开源的书籍，目标是帮助那些希望和使用PyTorch进行深度学习开发和研究的朋友快速入门，其中包含的Pytorch教程全部通过测试保证可以成功运行,21606,5433,60,Jupyter Notebook,2018-12-03,2026-03-30,deep-learning|machine-learning|neural-network|pytorch|pytorch-handbook|pytorch-tutorials,None,149507,21606
recommenders,recommenders-team/recommenders,Best Practices on Recommendation Systems,21569,3306,172,Python,2018-09-19,2026-03-30,ai|artificial-intelligence|data-science|deep-learning|jupyter-notebook|kubernetes|machine-learning|operationalization|python|ranking,MIT,230889,21569
nautilus_trader,nautechsystems/nautilus_trader,Production-grade Rust-native trading engine with deterministic event-driven architecture,21518,2555,56,Rust,2018-06-25,2026-03-30,algorithmic-trading-engine|artificial-intelligence|crypto-trading|equity-trading|forex|futures-trading|machine-learning|options-trading|python|rust,LGPL-3.0,192941,21518
datasets,huggingface/datasets,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools",21351,3150,1074,Python,2020-03-26,2026-03-30,ai|artificial-intelligence|computer-vision|dataset-hub|datasets|deep-learning|huggingface|llm|machine-learning|natural-language-processing,Apache-2.0,90250,21351
rasa,RasaHQ/rasa,"💬   Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management, connect to Slack, Facebook, and more - Create chatbots and voice assistants",21108,4913,144,Python,2016-10-14,2026-03-30,bot|bot-framework|botkit|bots|chatbot|chatbots|chatbots-framework|conversation-driven-development|conversational-agents|conversational-ai,Apache-2.0,1612007,21108
HivisionIDPhotos,Zeyi-Lin/HivisionIDPhotos,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。,20869,2355,96,Python,2023-06-18,2026-03-30,cnn|demo|docker|face-recognition|fastapi|gradio|idphoto|machine-learning|matting|mtcnn,Apache-2.0,48958,20869
onnx,onnx/onnx,Open standard for machine learning interoperability,20560,3906,300,Python,2017-09-07,2026-03-30,ai|artificial-intelligence|deep-learning|deep-neural-networks|dnn|keras|machine-learning|ml|neural-network|onnx,Apache-2.0,67090,20560
awesome-production-machine-learning,EthicalML/awesome-production-machine-learning,"A curated list of awesome open source libraries to deploy, monitor, version and scale your machine learning",20306,2536,10,Unknown,2018-08-15,2026-03-30,awesome|awesome-list|data-mining|deep-learning|explainability|interpretability|large-scale-machine-learning|large-scale-ml|machine-learning|machine-learning-operations,MIT,2900,20306
marimo,marimo-team/marimo,"A reactive notebook for Python — run reproducible experiments, query with SQL, execute as a script, deploy as an app, and version with git. Stored as pure Python. All in a modern, AI-native editor.",20005,1004,578,Python,2023-08-14,2026-03-30,artificial-intelligence|dag|data-science|data-visualization|dataflow|developer-tools|machine-learning|notebooks|pipeline|python,Apache-2.0,207490,20005
onnxruntime,microsoft/onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator",19695,3799,1334,C++,2018-11-10,2026-03-30,ai-framework|deep-learning|hardware-acceleration|machine-learning|neural-networks|onnx|pytorch|scikit-learn|tensorflow,MIT,1535357,19695
stanford-cs-229-machine-learning,afshinea/stanford-cs-229-machine-learning,VIP cheatsheets for Stanford's CS 229 Machine Learning,19321,4166,20,Unknown,2018-08-04,2026-03-30,cheatsheet|cs229|data-science|deep-learning|machine-learning|ml-cheatsheet|supervised-learning|unsupervised-learning,MIT,38339,19321
video2x,k4yt3x/video2x,"A machine learning-based video super resolution and frame interpolation framework. Est. Hack the Valley II, 2018.",19272,1689,98,C++,2018-02-24,2026-03-30,anime4k|frame-interpolation|machine-learning|neural-networks|realcugan|realesrgan|rife|super-resoluion|upscale-video|vulkan,AGPL-3.0,574222,19272
ml-agents,Unity-Technologies/ml-agents,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement lea,19269,4433,47,C#,2017-09-08,2026-03-30,deep-learning|deep-reinforcement-learning|machine-learning|neural-networks|reinforcement-learning|unity|unity3d,NOASSERTION,3026954,19269
tfjs,tensorflow/tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,19118,2024,651,TypeScript,2018-03-05,2026-03-30,deep-learning|deep-neural-network|gpu-acceleration|javascript|machine-learning|neural-network|typescript|wasm|web-assembly|webgl,Apache-2.0,175195,19118
